ImageNumber,resource,OrderNumber,Title,VUtemp_ImageTitle,VUtemp_keywords,TitleLargerEntity,LocationCountry,Description,Culture,StylePeriod,DateCreation,CreatorArtist,Technique,Material,MeasurementDimension,LocationCurrentSite,Notes,DateCreated,DateUpdated,StaffNotes,DateDigitized,SourcePage,Fig. No,SourceTitle,SourceAuthor,CopyrightStatement,SourceCallNo,SourceISBN,SourcePubYear,SourcePubCity,SourcePublisher,PubVolume,PubIssue,MDID_Source,LocationCreationSite,MDID_Location,MDID_title,
60544,60544,2062,Sanctuary of Abdullah Ansari,Facade of northeast courtyard; and tombs,,,"Afghanistan, Islamic Republic of",,Timurid,Timurid,1428,unknown,construction (assembly),,,"Gazargah, Afghanistan",,40567,,,40570,AF-GG-0041,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Gazargah, Afghanistan",,,
60545,60545,2062,Sanctuary of Abdullah Ansari,Facade of northeast courtyard; and tombs,,,"Afghanistan, Islamic Republic of",,Timurid,Timurid,1428,unknown,construction (assembly),,,"Gazargah, Afghanistan",,40567,,,40570,AF-GG-0042,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Gazargah, Afghanistan",,,
60546,60546,2062,Sanctuary of Abdullah Ansari,"Brick panel from northeast wall of iwan, inside left",,,"Afghanistan, Islamic Republic of",,Timurid,Timurid,1428,unknown,construction (assembly),,,"Gazargah, Afghanistan",,40567,,,40570,AF-GG-0043,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Gazargah, Afghanistan",,,
60547,60547,2062,Sanctuary of Abdullah Ansari,"Northeast courtyard wall, mosaic detail ",,,"Afghanistan, Islamic Republic of",,Timurid,Timurid,1428,unknown,construction (assembly),,,"Gazargah, Afghanistan",,40567,,,40570,AF-GG-0044,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Gazargah, Afghanistan",,,
60548,60548,2062,Sanctuary of Abdullah Ansari,"Northeast courtyard wall, two niches, tombs in foreground",,,"Afghanistan, Islamic Republic of",,Timurid,Timurid,1428,unknown,construction (assembly),,,"Gazargah, Afghanistan",,40567,,,40570,AF-GG-0045,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Gazargah, Afghanistan",,,
60549,60549,2062,Sanctuary of Abdullah Ansari,"Brick panel, from northeast courtyard wall",,,"Afghanistan, Islamic Republic of",,Timurid,Timurid,1428,unknown,construction (assembly),,,"Gazargah, Afghanistan",,40567,,,40570,AF-GG-0046,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Gazargah, Afghanistan",,,
60550,60550,2062,Sanctuary of Abdullah Ansari,"Niche detail, from courtyard wall",,,"Afghanistan, Islamic Republic of",,Timurid,Timurid,1428,unknown,construction (assembly),,,"Gazargah, Afghanistan",,40567,,,40570,AF-GG-0047,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Gazargah, Afghanistan",,,
60551,60551,2062,Sanctuary of Abdullah Ansari,Sanctuary portal and courtyard in foreground,,,"Afghanistan, Islamic Republic of",,Timurid,Timurid,1428,unknown,construction (assembly),,,"Gazargah, Afghanistan",,40567,,,40570,AF-GG-0048,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Gazargah, Afghanistan",,,
60552,60552,2062,Sanctuary of Abdullah Ansari,"Mosaic detail, from sanctuary portal, middle right",,,"Afghanistan, Islamic Republic of",,Timurid,Timurid,1428,unknown,construction (assembly),,,"Gazargah, Afghanistan",,40567,,,40570,AF-GG-0049,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Gazargah, Afghanistan",,,
60553,60553,2062,Sanctuary of Abdullah Ansari,"Mosaic detail, from sanctuary portal, bottom left",,,"Afghanistan, Islamic Republic of",,Timurid,Timurid,1428,unknown,construction (assembly),,,"Gazargah, Afghanistan",,40567,,,40570,AF-GG-0050,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Gazargah, Afghanistan",,,
60554,60554,2062,Sanctuary of Abdullah Ansari,"Mosaic details, from sanctuary portal corner, bottom left",,,"Afghanistan, Islamic Republic of",,Timurid,Timurid,1428,unknown,construction (assembly),,,"Gazargah, Afghanistan",,40567,,,40570,AF-GG-0051,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Gazargah, Afghanistan",,,
60555,60555,2062,Sanctuary of Abdullah Ansari,"Sanctuary portal, mosaic walls and underside of arch viewed from below",,,"Afghanistan, Islamic Republic of",,Timurid,Timurid,1428,unknown,construction (assembly),,,"Gazargah, Afghanistan",,40567,,,40570,AF-GG-0052,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Gazargah, Afghanistan",,,
60556,60556,2062,Sanctuary of Abdullah Ansari,"Sanctuary portal, mosaic details from underside of arch viewed from below",,,"Afghanistan, Islamic Republic of",,Timurid,Timurid,1428,unknown,construction (assembly),,,"Gazargah, Afghanistan",,40567,,,40570,AF-GG-0053,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Gazargah, Afghanistan",,,
60557,60557,2062,Sanctuary of Abdullah Ansari,"Sanctuary portal, mosaic panel from northeast wall, inside left ",,,"Afghanistan, Islamic Republic of",,Timurid,Timurid,1428,unknown,construction (assembly),,,"Gazargah, Afghanistan",,40567,,,40570,AF-GG-0054,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Gazargah, Afghanistan",,,
60558,60558,2062,Sanctuary of Abdullah Ansari,"Sanctuary portal, mosaic panel from inside left; and tombs in the foreground",,,"Afghanistan, Islamic Republic of",,Timurid,Timurid,1428,unknown,construction (assembly),,,"Gazargah, Afghanistan",,40567,,,40570,AF-GG-0055,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Gazargah, Afghanistan",,,
60559,60559,2062,Sanctuary of Abdullah Ansari,"Sanctuary portal, detail from mosaic panel, inside left ",,,"Afghanistan, Islamic Republic of",,Timurid,Timurid,1428,unknown,construction (assembly),,,"Gazargah, Afghanistan",,40567,,,40570,AF-GG-0056,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Gazargah, Afghanistan",,,
60560,60560,2062,Sanctuary of Abdullah Ansari,"Sanctuary portal, detail from mosaic panel, inside left",,,"Afghanistan, Islamic Republic of",,Timurid,Timurid,1428,unknown,construction (assembly),,,"Gazargah, Afghanistan",,40567,,,40570,AF-GG-0058,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Gazargah, Afghanistan",,,
60561,60561,2063,"Friday Mosque, or Masjed-e Jom?eh ","Southwest facade viewed from city park, southwest iwan behind wall, left side",,,"Afghanistan, Islamic Republic of",,Seljuk,Seljuk,1040-1440,unknown,construction (assembly),,,"Her?t, Afghanistan",,40567,,,40570,AF-HE-0081,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Her?t, Afghanistan",,,
60562,60562,2063,"Friday Mosque, or Masjed-e Jom?eh ","Southwest minarets and sanctuary portal, viewed from back",,,"Afghanistan, Islamic Republic of",,Seljuk,Seljuk,1040-1440,unknown,construction (assembly),,,"Her?t, Afghanistan",,40567,,,40570,AF-HE-0082,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Her?t, Afghanistan",,,
60563,60563,2063,"Friday Mosque, or Masjed-e Jom?eh ",Southeast facade viewed from Market Street,,,"Afghanistan, Islamic Republic of",,Seljuk,Seljuk,1040-1440,unknown,construction (assembly),,,"Her?t, Afghanistan",,40567,,,40570,AF-HE-0083,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Her?t, Afghanistan",,,
60564,60564,2063,"Friday Mosque, or Masjed-e Jom?eh ","Sanctuary portal, detail, middle right",,,"Afghanistan, Islamic Republic of",,Seljuk,Seljuk,1040-1440,unknown,construction (assembly),,,"Her?t, Afghanistan",,40567,,,40570,AF-HE-0085,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Her?t, Afghanistan",,,
60565,60565,2063,"Friday Mosque, or Masjed-e Jom?eh ","Sanctuary portal, wainscoting panel, bottom left",,,"Afghanistan, Islamic Republic of",,Seljuk,Seljuk,1040-1440,unknown,construction (assembly),,,"Her?t, Afghanistan",,40567,,,40570,AF-HE-0086,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Her?t, Afghanistan",,,
60566,60566,2063,"Friday Mosque, or Masjed-e Jom?eh ","Southwest corner of courtyard, marble mihrab in courtyard",,,"Afghanistan, Islamic Republic of",,Seljuk,Seljuk,1040-1440,unknown,construction (assembly),,,"Her?t, Afghanistan",,40567,,,40570,AF-HE-0087,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Her?t, Afghanistan",,,
60567,60567,2063,"Friday Mosque, or Masjed-e Jom?eh","Northeast prayer hall, behind iwan",,,"Afghanistan, Islamic Republic of",,Seljuk,Seljuk,1040-1440,unknown,construction (assembly),,,"Her?t, Afghanistan",,40567,,,40570,AF-HE-0088,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Her?t, Afghanistan",,,
60568,60568,2063,"Friday Mosque, or Masjed-e Jom?eh","Northeast prayer hall, white stucco arches",,,"Afghanistan, Islamic Republic of",,Seljuk,Seljuk,1040-1440,unknown,construction (assembly),,,"Her?t, Afghanistan",,40567,,,40570,AF-HE-0089,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Her?t, Afghanistan",,,
60569,60569,2063,"Friday Mosque, or Masjed-e Jom?eh","Northeast prayer hall, arched entrance to courtyard",,,"Afghanistan, Islamic Republic of",,Seljuk,Seljuk,1040-1440,unknown,construction (assembly),,,"Her?t, Afghanistan",,40567,,,40570,AF-HE-0090,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Her?t, Afghanistan",,,
60570,60570,2063,"Friday Mosque, or Masjed-e Jom?eh","Southwest prayer hall, brick vaulted interior, ceiling detail",,,"Afghanistan, Islamic Republic of",,Seljuk,Seljuk,1040-1440,unknown,construction (assembly),,,"Her?t, Afghanistan",,40567,,,40570,AF-HE-0091,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Her?t, Afghanistan",,,
60571,60571,2063,"Friday Mosque, or Masjed-e Jom?eh","Southwest prayer hall, brick vaulted interior, calligraphy detail",,,"Afghanistan, Islamic Republic of",,Seljuk,Seljuk,1040-1440,unknown,construction (assembly),,,"Her?t, Afghanistan",,40567,,,40570,AF-HE-0092,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Her?t, Afghanistan",,,
60572,60572,2063,"Friday Mosque, or Masjed-e Jom?eh","Southwest prayer hall, brick vaulted interior, center detail",,,"Afghanistan, Islamic Republic of",,Seljuk,Seljuk,1040-1440,unknown,construction (assembly),,,"Her?t, Afghanistan",,40567,,,40570,AF-HE-0093,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Her?t, Afghanistan",,,
60573,60573,2063,"Friday Mosque, or Masjed-e Jom?eh","Southwest gori iwan, viewed from front below",,,"Afghanistan, Islamic Republic of",,Seljuk,Seljuk,1040,unknown,construction (assembly),,,"Her?t, Afghanistan",,40567,,,40570,AF-HE-0094,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Her?t, Afghanistan",,,
60574,60574,2063,"Friday Mosque, or Masjed-e Jom?eh","Southwest gori iwan, viewed from top of side wall",,,"Afghanistan, Islamic Republic of",,Seljuk,Seljuk,1040,unknown,construction (assembly),,,"Her?t, Afghanistan",,40567,,,40570,AF-HE-0095,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Her?t, Afghanistan",,,
60575,60575,2063,"Friday Mosque, or Masjed-e Jom?eh","Southwest gori iwan, top of double arch, mosaic detail",,,"Afghanistan, Islamic Republic of",,Seljuk,Seljuk,1040,unknown,construction (assembly),,,"Her?t, Afghanistan",,40567,,,40570,AF-HE-0096,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Her?t, Afghanistan",,,
60576,60576,2063,"Friday Mosque, or Masjed-e Jom?eh","Southwest gori iwan, mosaic, calligraphy detail, top right",,,"Afghanistan, Islamic Republic of",,Seljuk,Seljuk,1040,unknown,construction (assembly),,,"Her?t, Afghanistan",,40567,,,40570,AF-HE-0097,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Her?t, Afghanistan",,,
60577,60577,2063,"Friday Mosque, or Masjed-e Jom?eh","Southwest gori iwan, mosaic, calligraphy detail, top left",,,"Afghanistan, Islamic Republic of",,Seljuk,Seljuk,1040,unknown,construction (assembly),,,"Her?t, Afghanistan",,40567,,,40570,AF-HE-0098,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Her?t, Afghanistan",,,
60578,60578,2063,"Friday Mosque, or Masjed-e Jom?eh","Southwest gori iwan, mosaic, brick relief wall, inside left",,,"Afghanistan, Islamic Republic of",,Seljuk,Seljuk,1040,unknown,construction (assembly),,,"Her?t, Afghanistan",,40567,,,40570,AF-HE-0099,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Her?t, Afghanistan",,,
60579,60579,2063,"Friday Mosque, or Masjed-e Jom?eh","Southwest gori iwan, mosaic, brick relief detail, inside left",,,"Afghanistan, Islamic Republic of",,Seljuk,Seljuk,1040,unknown,construction (assembly),,,"Her?t, Afghanistan",,40567,,,40570,AF-HE-0100,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Her?t, Afghanistan",,,
60580,60580,2063,Madrasa Hossein Bayqard,"Minarets viewed from distance, landscape",,,"Afghanistan, Islamic Republic of",,Timurid,Timurid,1469-1506,unknown,construction (assembly),,,"Her?t, Afghanistan",,40567,,,40570,AF-HE-0101,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Her?t, Afghanistan",,,
60581,60581,2063,Madrasa Hossein Bayqard,"Minarets viewed from distance, fields, mountains, gardens",,,"Afghanistan, Islamic Republic of",,Timurid,Timurid,1469-1506,unknown,construction (assembly),,,"Her?t, Afghanistan",,40567,,,40570,AF-HE-0102,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Her?t, Afghanistan",,,
60582,60582,2063,Madrasa Hossein Bayqard,"Four minarets viewed from road, leaning inward",,,"Afghanistan, Islamic Republic of",,Timurid,Timurid,1469-1506,unknown,construction (assembly),,,"Her?t, Afghanistan",,40567,,,40570,AF-HE-0103,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Her?t, Afghanistan",,,
60583,60583,2063,Madrasa Hossein Bayqard,"View of two minarets aligned, left side",,,"Afghanistan, Islamic Republic of",,Timurid,Timurid,1469-1506,unknown,construction (assembly),,,"Her?t, Afghanistan",,40567,,,40570,AF-HE-0104,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Her?t, Afghanistan",,,
60584,60584,2063,Madrasa Hossein Bayqard,"Two minarets aligned, left side, mosaic detail",,,"Afghanistan, Islamic Republic of",,Timurid,Timurid,1469-1506,unknown,construction (assembly),,,"Her?t, Afghanistan",,40567,,,40570,AF-HE-0105,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Her?t, Afghanistan",,,
60585,60585,2063,Madrasa Hossein Bayqard,"One minaret, top of left side, mosaic detail",,,"Afghanistan, Islamic Republic of",,Timurid,Timurid,1469-1506,unknown,construction (assembly),,,"Her?t, Afghanistan",,40567,,,40570,AF-HE-0106,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Her?t, Afghanistan",,,
60586,60586,2063,Madrasa Hossein Bayqard,"One minaret, middle of left side, mosaic detail",,,"Afghanistan, Islamic Republic of",,Timurid,Timurid,1469-1506,unknown,construction (assembly),,,"Her?t, Afghanistan",,40567,,,40570,AF-HE-0107,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Her?t, Afghanistan",,,
60587,60587,2063,Madrasa Hossein Bayqard,Scaffolding placed between the upper portions of two minarets,,,"Afghanistan, Islamic Republic of",,Timurid,Timurid,1469-1506,unknown,construction (assembly),,,"Her?t, Afghanistan",,40567,,,40570,AF-HE-0110,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Her?t, Afghanistan",,,
60588,60588,2063,Madrasa Hossein Bayqard,"Marble sarcophagus, carved detail",,,"Afghanistan, Islamic Republic of",,Timurid,Timurid,1469-1506,unknown,construction (assembly),,,"Her?t, Afghanistan",,40567,,,40570,AF-HE-0111,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Her?t, Afghanistan",,,
60589,60589,2064,"Friday Mosque, or Masjed-e Jom?eh ","Entry portal, rear view, west",Islamic,,?r?n,,Il-Khanid ,Il-Khanid ,1324-1365,unknown,construction (assembly),,,"Yazd, ?r?n",Masjid-i-Jami,40567,,,40567,IR-YA-2013,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Yazd, ?r?n",,,
60590,60590,2064,"Friday Mosque, or Masjed-e Jom?eh ","Entry portal, mosaic panels of glazed tiles, right side of doorway",Islamic,,?r?n,,Il-Khanid ,Il-Khanid ,1324-1365,unknown,construction (assembly),,,"Yazd, ?r?n",Masjid-i-Jami,40567,,,40567,IR-YA-2023,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Yazd, ?r?n",,,
60591,60591,2064,"Friday Mosque, or Masjed-e Jom?eh","Entry portal, mosaic panels of glazed tiles, top right",Islamic,,?r?n,,Il-Khanid ,Il-Khanid ,1324-1365,unknown,construction (assembly),,,"Yazd, ?r?n",Masjid-i-Jami,40567,,,40567,IR-YA-2020,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Yazd, ?r?n",,,
60592,60592,2064,"Friday Mosque, or Masjed-e Jom?eh","Entry portal, mosaic panels of glazed tiles, right side of doorway",Islamic,,?r?n,,Il-Khanid ,Il-Khanid ,1324-1365,unknown,construction (assembly),,,"Yazd, ?r?n",Masjid-i-Jami,40567,,,40567,IR-YA-2022,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Yazd, ?r?n",,,
60593,60593,2064,"Friday Mosque, or Masjed-e Jom?eh","Entry portal, mosaic panels of glazed tiles, middle right",Islamic,,?r?n,,Il-Khanid ,Il-Khanid ,1324-1365,unknown,construction (assembly),,,"Yazd, ?r?n",Masjid-i-Jami,40567,,,40567,IR-YA-2019,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Yazd, ?r?n",,,
60594,60594,2064,"Friday Mosque, or Masjed-e Jom?eh","Entry portal, mosaic panels of glazed tiles, left side of doorway",Islamic,,?r?n,,Il-Khanid ,Il-Khanid ,1324-1365,unknown,construction (assembly),,,"Yazd, ?r?n",Masjid-i-Jami,40567,,,40567,IR-YA-2021,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Yazd, ?r?n",,,
60595,60595,2064,"Friday Mosque, or Masjed-e Jom?eh","Sanctuary, pier, incised stucco detail",Islamic,,?r?n,,Il-Khanid ,Il-Khanid ,1324-1365,unknown,construction (assembly),,,"Yazd, ?r?n",Masjid-i-Jami,40567,,,40567,IR-YA-2029,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Yazd, ?r?n",,,
60596,60596,2064,Mazar (Mausoleum) of Sheikh Ahmad-e Jami ,Sanctuary portal,Islamic,,?r?n,,Timurid,Timurid,1440,unknown,construction (assembly),,,"Torbat-e J?m, ?r?n",,40567,,,40567,IR-TJ-1918,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Torbat-e J?m, ?r?n",,,
60597,60597,2064,"Friday Mosque, or Masjed-e Jom?eh",Facade section viewed from opposite facade arch,Islamic,,?r?n,,Seljuk,Seljuk,1135-1136,unknown,construction (assembly),,,"Zavareh, ?r?n",Masjid-i-Jami,40567,,,40567,IR-ZA-2155,,HART Slides World Wide,,© HART Slides World Wide,,,,,,,,,"Zavareh, ?r?n",,,
60598,60598,2065,Florentine Codex,"The principal gods in the Aztec pantheon: Huitzilopochtli,Tezcatlipoca, Paynal, and Tlaloc",,,Mexico,Codex Florentinus,Aztec,Mesoamerican,1575-1577,unknown,illumination (image-making process),bark cloth; pigment,31.8 x 21 cm,"Biblioteca Medicea Laurenziana, Mediceo Palatino 218, fol. 10r, Florence, Italy",written by Spanish Franciscan friar Bernadino de Sahagún (1499-1590); illustrated by native artists,40568,,,40574,17,,The World of the Aztecs,,© 2007 Mandragora,F1219.56.C7532 W675 2007,978-88-7461-102-7,2007,"Florence, Italy",Mandragora s.r.l.,,,,"Tlatelolco, Mexico City",,,
60599,60599,2065,Florentine Codex,"Sacrifice of the ixiptla (image) of Tezcatlipoca, an Aztec god",,,Mexico,Codex Florentinus,Aztec,Mesoamerican,1575-1577,unknown,illumination (image-making process),bark cloth; pigment,31.8 x 21 cm,"Biblioteca Medicea Laurenziana, Mediceo Palatino 218, fol. 84v, Florence, Italy",written by Spanish Franciscan friar Bernadino de Sahagún (1499-1590); illustrated by native artists,40568,,,40574,19,,The World of the Aztecs,,© 2007 Mandragora,F1219.56.C7532 W675 2007,978-88-7461-102-7,2007,"Florence, Italy",Mandragora s.r.l.,,,,"Tlatelolco, Mexico City",,,
60600,60600,2065,Florentine Codex,"Anthropophagy or ritual cannibalism as part of the rite of human sacrifice in relation to a festival in honor of Xipe Totec, god of spring and regeneration, and Huitzilopochtli",,,Mexico,Codex Florentinus,Aztec,Mesoamerican,1575-1577,unknown,illumination (image-making process),bark cloth; pigment,31.8 x 21 cm,"Biblioteca Medicea Laurenziana, Mediceo Palatino 218, fol. 268r, Florence, Italy",written by Spanish Franciscan friar Bernadino de Sahagún (1499-1590); illustrated by native artists,40568,,,40574,21,,The World of the Aztecs,,© 2007 Mandragora,F1219.56.C7532 W675 2007,978-88-7461-102-7,2007,"Florence, Italy",Mandragora s.r.l.,,,,"Tlatelolco, Mexico City",,,
60601,60601,2065,Florentine Codex,Ball Games,,,Mexico,Codex Florentinus,Aztec,Mesoamerican,1575-1577,unknown,illumination (image-making process),bark cloth; pigment,31.8 x 21 cm,"Biblioteca Medicea Laurenziana, Mediceo Palatino 219, fols. 292v, 269r, Florence, Italy",written by Spanish Franciscan friar Bernadino de Sahagún (1499-1590); illustrated by native artists,40568,,,40574,27,,The World of the Aztecs,,© 2007 Mandragora,F1219.56.C7532 W675 2007,978-88-7461-102-7,2007,"Florence, Italy",Mandragora s.r.l.,,,,"Tlatelolco, Mexico City",,,
60602,60602,2065,Florentine Codex,The solar calendar,,,Mexico,Codex Florentinus,Aztec,Mesoamerican,1575-1577,unknown,illumination (image-making process),bark cloth; pigment,31.8 x 21 cm,"Biblioteca Medicea Laurenziana, Mediceo Palatino 218, fol. 250r, Florence, Italy",written by Spanish Franciscan friar Bernadino de Sahagún (1499-1590); illustrated by native artists,40568,,,40574,32,,The World of the Aztecs,,© 2007 Mandragora,F1219.56.C7532 W675 2007,978-88-7461-102-7,2007,"Florence, Italy",Mandragora s.r.l.,,,,"Tlatelolco, Mexico City",,,
60603,60603,2065,Florentine Codex,Feather art (arte plumaria),,,Mexico,Codex Florentinus,Aztec,Mesoamerican,1575-1577,unknown,illumination (image-making process),bark cloth; pigment,31.8 x 21 cm,"Biblioteca Medicea Laurenziana, Mediceo Palatino 219, fol. 370r, Florence, Italy",written by Spanish Franciscan friar Bernadino de Sahagún (1499-1590); illustrated by native artists,40568,,,40574,39,,The World of the Aztecs,,© 2007 Mandragora,F1219.56.C7532 W675 2007,978-88-7461-102-7,2007,"Florence, Italy",Mandragora s.r.l.,,,,"Tlatelolco, Mexico City",,,
60604,60604,2065,Florentine Codex,"Merchants (pochteca), who undertook long journeys in search of precious commodities and goods",,,Mexico,Codex Florentinus,Aztec,Mesoamerican,1575-1577,unknown,illumination (image-making process),bark cloth; pigment,31.8 x 21 cm,"Biblioteca Medicea Laurenziana, Mediceo Palatino 219, fol. 316r, Florence, Italy",written by Spanish Franciscan friar Bernadino de Sahagún (1499-1590); illustrated by native artists,40568,,,40574,43,,The World of the Aztecs,,© 2007 Mandragora,F1219.56.C7532 W675 2007,978-88-7461-102-7,2007,"Florence, Italy",Mandragora s.r.l.,,,,"Tlatelolco, Mexico City",,,
60605,60605,2065,Florentine Codex,"Agriculture: planting and harvesting corn, the staple crop of the Aztecs",,,Mexico,Codex Florentinus,Aztec,Mesoamerican,1575-1577,unknown,illumination (image-making process),bark cloth; pigment,31.8 x 21 cm,"Biblioteca Medicea Laurenziana, Mediceo Palatino 218, fol. 315r, Florence, Italy",written by Spanish Franciscan friar Bernadino de Sahagún (1499-1590); illustrated by native artists,40568,,,40574,49,,The World of the Aztecs,,© 2007 Mandragora,F1219.56.C7532 W675 2007,978-88-7461-102-7,2007,"Florence, Italy",Mandragora s.r.l.,,,,"Tlatelolco, Mexico City",,,
60606,60606,2065,Florentine Codex,Fauna,Turkeys; birds they hunted with nets,,Mexico,Codex Florentinus,Aztec,Mesoamerican,1575-1577,unknown,illumination (image-making process),bark cloth; pigment,31.8 x 21 cm,"Biblioteca Medicea Laurenziana, Mediceo Palatino 220, fols. 209r, 213v, Florence, Italy",written by Spanish Franciscan friar Bernadino de Sahagún (1499-1590); illustrated by native artists,40568,,,40574,51,,The World of the Aztecs,,© 2007 Mandragora,F1219.56.C7532 W675 2007,978-88-7461-102-7,2007,"Florence, Italy",Mandragora s.r.l.,,,,"Tlatelolco, Mexico City",,,
60607,60607,2065,Florentine Codex,"Smoking tobacco, herbs, and grasses with reed smoking tubes (early form of the pipe) during banquets and religious ceremonies",,,Mexico,Codex Florentinus,Aztec,Mesoamerican,1575-1577,unknown,illumination (image-making process),bark cloth; pigment,31.8 x 21 cm,"Biblioteca Medicea Laurenziana, Mediceo Palatino 219, fol. 336r, Florence, Italy",written by Spanish Franciscan friar Bernadino de Sahagún (1499-1590); illustrated by native artists,40568,,,40574,55,,The World of the Aztecs,,© 2007 Mandragora,F1219.56.C7532 W675 2007,978-88-7461-102-7,2007,"Florence, Italy",Mandragora s.r.l.,,,,"Tlatelolco, Mexico City",,,
60608,60608,2065,Florentine Codex,Arrival of the Spanish conquistador Cortés on the Gulf Coast in 1519,,,Mexico,Codex Florentinus,Aztec,Mesoamerican,1575-1577,unknown,illumination (image-making process),bark cloth; pigment,31.8 x 21 cm,"Biblioteca Medicea Laurenziana, Mediceo Palatino 220, fol. 406r, Florence, Italy",written by Spanish Franciscan friar Bernadino de Sahagún (1499-1590); illustrated by native artists,40568,,,40574,57,,The World of the Aztecs,,© 2007 Mandragora,F1219.56.C7532 W675 2007,978-88-7461-102-7,2007,"Florence, Italy",Mandragora s.r.l.,,,,"Tlatelolco, Mexico City",,,
60609,60609,2065,Florentine Codex,"Spanish conquest of Mexico led by Cortés: Aztec people bring offerings of food, gold, and other generous gifts to Cortés",,,Mexico,Codex Florentinus,Aztec,Mesoamerican,1575-1577,unknown,illumination (image-making process),bark cloth; pigment,31.8 x 21 cm,"Biblioteca Medicea Laurenziana, Mediceo Palatino 220, fol. 454v, Florence, Italy",written by Spanish Franciscan friar Bernadino de Sahagún (1499-1590); illustrated by native artists,40568,,,40574,59,,The World of the Aztecs,,© 2007 Mandragora,F1219.56.C7532 W675 2007,978-88-7461-102-7,2007,"Florence, Italy",Mandragora s.r.l.,,,,"Tlatelolco, Mexico City",,,
60610,60610,2065,Florentine Codex,"Spanish conquest of Mexico led by Cortés: capture of Tenochtitlan, the Aztec capital, following a long siege",,,Mexico,Codex Florentinus,Aztec,Mesoamerican,1575-1577,unknown,illumination (image-making process),bark cloth; pigment,31.8 x 21 cm,"Biblioteca Medicea Laurenziana, Mediceo Palatino 220, fol. 416r, Florence, Italy",written by Spanish Franciscan friar Bernadino de Sahagún (1499-1590); illustrated by native artists,40568,,,40574,60,,The World of the Aztecs,,© 2007 Mandragora,F1219.56.C7532 W675 2007,978-88-7461-102-7,2007,"Florence, Italy",Mandragora s.r.l.,,,,"Tlatelolco, Mexico City",,,
